Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:38:16 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:21 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:26 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:32 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:37 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:42 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:47 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:52 UTC 2014,19.0,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:57 UTC 2014,19.0,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:02 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:07 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:12 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:17 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:22 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:27 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:32 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:37 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:42 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:47 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:52 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:57 UTC 2014,24.3,0.12,0.1262,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:02 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:07 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:12 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:17 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:22 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:27 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:32 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:37 UTC 2014,24.8,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:42 UTC 2014,18.6,0.12,0.1263,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:47 UTC 2014,18.6,0.12,0.1263,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:40:56 UTC 2014,18.6,0.12,0.1263,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:05 UTC 2014,24.6,0.12,0.1263,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:14 UTC 2014,18.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:23 UTC 2014,18.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:32 UTC 2014,18.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:41 UTC 2014,24.2,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:50 UTC 2014,18.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:59 UTC 2014,18.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:08 UTC 2014,18.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:17 UTC 2014,18.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:26 UTC 2014,24.8,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:35 UTC 2014,19.5,0.12,0.1265,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:44 UTC 2014,19.5,0.12,0.1266,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:53 UTC 2014,19.5,0.12,0.1266,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:43:02 UTC 2014,19.5,0.12,0.1266,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
